"","trip_id","bikeid","checkout_time","station_id","name","subscriber_type","month","year","latitude","longitude"
"6224",9900255138,3,17:12:39,2552,"3rd & West","Walk Up",9,2015,30.2678,-97.75189
"6225",13995351,407,01:33:38,2498,"Convention Center / 4th St. @ MetroRail","Walk Up",3,2017,30.26483,-97.739
"6226",9900273171,930,19:12:00,2570,"South Congress & Academy","Annual Membership (Austin B-cycle)",10,2014,30.25226,-97.74854
"6227",9900330758,663,12:12:14,2499,"City Hall / Lavaca & 2nd","Local365",11,2015,30.26476,-97.74678
"6228",15424490,140,19:01:25,2707,"Rainey St @ Cummings","Walk Up",NA,NA,30.25579,-97.73982
"6229",9900054908,805,23:12:00,2565,"Trinity & 6th Street","24-Hour Kiosk (Austin B-cycle)",3,2014,30.26735,-97.73933
"6230",9900110058,406,17:12:00,2570,"South Congress & Academy","Walk Up",4,2015,30.25226,-97.74854
"6231",12835855,882,08:32:18,2707,"Rainey St @ Cummings","Walk Up",11,2016,30.25579,-97.73982
"6232",10967043,288,11:27:41,2541,"State Capitol @ 14th & Colorado","Local365",7,2016,30.27654,-97.74155
"6233",11410482,348,16:48:44,3377,"MoPac Pedestrian Bridge @ Veterans Drive","Walk Up",8,2016,30.27466,-97.77028
"6234",9900345663,19,16:12:39,2537,"West & 6th St.","Weekender",12,2015,30.27041,-97.75046
"6235",9900209570,962,18:12:00,2501,"5th & Bowie","Local365",7,2015,30.2696,-97.75332
"6236",12751811,610,08:23:24,2568,"East 11th St. at Victory Grill","Walk Up",11,2016,30.26896,-97.72843
"6237",14560962,19,09:56:28,3294,"Guadalupe & 6th",NA,4,2017,30.26911,-97.7462
"6238",9900286841,716,11:12:00,2572,"Barton Springs Pool","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26452,-97.7712
"6239",9900078266,407,01:12:00,2494,"2nd & Congress","Local30",3,2015,30.26408,-97.74355
"6240",9900036901,60,14:12:00,2498,"Convention Center / 4th St. @ MetroRail","Walk Up",2,2015,30.26483,-97.739
"6241",9900061690,3,16:12:00,2503,"South Congress & James","24-Hour Kiosk (Austin B-cycle)",3,2014,30.25103,-97.74926
"6242",9900275999,195,22:12:00,2566,"Pfluger Bridge @ W 2nd Street","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26717,-97.75484
"6243",14749626,412,08:50:34,2575,"Riverside @ S. Lamar","Local30",5,2017,30.26446,-97.75665
"6244",9900198307,560,14:12:00,2570,"South Congress & Academy","Walk Up",7,2015,30.25226,-97.74854
"6245",14189086,968,22:30:59,2499,"City Hall / Lavaca & 2nd","Local365",3,2017,30.26476,-97.74678
"6246",8829612,728,15:46:45,2502,"Barton Springs & Riverside","Walk Up",2,2016,30.2587,-97.74872
"6247",10712436,706,08:03:43,2707,"Rainey St @ Cummings","Local365",6,2016,30.25579,-97.73982
"6248",9900208779,254,20:12:00,2542,"Plaza Saltillo","Walk Up",7,2015,30.26217,-97.72743
"6249",9900193724,207,16:12:00,2498,"Convention Center / 4th St. @ MetroRail","24-Hour Kiosk (Austin B-cycle)",7,2014,30.26483,-97.739
"6250",9900322813,470,12:12:20,2575,"Riverside @ S. Lamar","Local30",11,2015,30.26446,-97.75665
"6251",13601803,116,08:09:27,2711,"Barton Springs @ Kinney Ave","Local30",2,2017,30.262,-97.76118
"6252",9159896,445,23:40:27,2822,"East 6th at Robert Martinez","Walk Up",3,2016,30.26032,-97.71899
"6253",9900251839,284,17:12:58,2565,"Trinity & 6th Street","Walk Up",9,2015,30.26735,-97.73933
"6254",10090313,850,11:49:34,2498,"Convention Center / 4th St. @ MetroRail","Walk Up",5,2016,30.26483,-97.739
"6255",9900075904,829,22:12:00,2563,"Davis at Rainey Street","Local30",3,2015,30.26019,-97.73845
"6256",9900141652,198,08:12:00,2542,"Plaza Saltillo","Local365",5,2015,30.26217,-97.72743
"6257",14599388,911,09:40:38,2571,"Red River & 8th Street","Local30",4,2017,30.26854,-97.73646
"6258",9900287359,890,13:12:00,2572,"Barton Springs Pool","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26452,-97.7712
"6259",9900167383,64,11:12:00,2561,"State Capitol Visitors Garage @ San Jacinto & 12th","24-Hour Kiosk (Austin B-cycle)",6,2014,30.27336,-97.73805
"6260",9900279361,979,12:12:00,2707,"Rainey St @ Cummings","24-Hour Kiosk (Austin B-cycle)",10,2014,30.25579,-97.73982
"6261",13583203,966,15:02:41,3292,"East 4th & Chicon","Local365",1,2017,30.25987,-97.72373
"6262",9900181406,995,20:12:00,2499,"City Hall / Lavaca & 2nd","Local365",6,2015,30.26476,-97.74678
"6263",9900294063,406,10:12:19,2504,"South Congress & Elizabeth","Walk Up",10,2015,30.24891,-97.75019
"6264",9900194931,181,15:12:00,2495,"4th & Congress","24-Hour Kiosk (Austin B-cycle)",7,2014,30.26634,-97.74378
"6265",9900322018,843,16:12:00,2712,"Toomey Rd @ South Lamar","24-Hour Kiosk (Austin B-cycle)",11,2014,30.26304,-97.75824
"6266",13692107,451,21:21:13,2562,"San Jacinto & 8th Street","Local30",2,2017,30.26912,-97.73986
"6267",9900072863,153,17:12:00,2563,"Davis at Rainey Street","Walk Up",3,2015,30.26019,-97.73845
"6268",8412648,459,12:53:42,2501,"5th & Bowie","Local365",1,2016,30.2696,-97.75332
"6269",11195248,30,12:44:27,2707,"Rainey St @ Cummings","Explorer",7,2016,30.25579,-97.73982
"6270",9900270053,88,12:12:00,2501,"5th & Bowie","Annual Membership (Austin B-cycle)",10,2014,30.2696,-97.75332
"6271",13695811,503,12:32:05,2502,"Barton Springs & Riverside","Walk Up",2,2017,30.2587,-97.74872
"6272",9174421,398,17:38:57,2822,"East 6th at Robert Martinez","Local365",3,2016,30.26032,-97.71899
"6273",12243056,693,09:01:54,2570,"South Congress & Academy","Local365",10,2016,30.25226,-97.74854
"6274",14191823,503,11:50:39,2707,"Rainey St @ Cummings","Local365",3,2017,30.25579,-97.73982
"6275",9900054634,198,21:12:00,2575,"Riverside @ S. Lamar","Annual Membership (Austin B-cycle)",3,2014,30.26446,-97.75665
"6276",9900325365,999,17:12:36,2496,"8th & Congress","Walk Up",11,2015,30.2698,-97.74186
"6277",9900054294,560,19:12:00,2537,"West & 6th St.","24-Hour Kiosk (Austin B-cycle)",3,2014,30.27041,-97.75046
"6278",12560830,410,09:03:09,2498,"Convention Center / 4th St. @ MetroRail","Local365",10,2016,30.26483,-97.739
"6279",9900085428,141,02:12:00,2570,"South Congress & Academy","Local365",3,2015,30.25226,-97.74854
"6280",12082079,849,12:49:16,2499,"City Hall / Lavaca & 2nd","Local365",9,2016,30.26476,-97.74678
"6281",9900079256,371,15:12:00,2566,"Pfluger Bridge @ W 2nd Street","Walk Up",3,2015,30.26717,-97.75484
"6282",15499070,223,10:55:01,3687,"Boardwalk West","Local365",NA,NA,30.25457,-97.74258
"6283",9900223581,369,08:12:00,2567,"Palmer Auditorium","Annual Membership (Austin B-cycle)",8,2014,30.25971,-97.75346
"6284",13699222,560,16:02:15,2497,"Capitol Station / Congress & 11th","Walk Up",2,2017,30.2726,-97.74127
"6285",9900290674,177,12:12:34,2822,"East 6th at Robert Martinez","Walk Up",10,2015,30.26032,-97.71899
"6286",12289181,166,18:06:03,3293,"East 2nd & Pedernales","Walk Up",10,2016,30.25542,-97.71665
"6287",9900030504,896,12:12:00,2712,"Toomey Rd @ South Lamar","Local365",2,2015,30.26304,-97.75824
"6288",15265380,829,19:12:29,2494,"2nd & Congress","Local30",NA,NA,30.26408,-97.74355
"6289",14475322,301,08:46:53,2567,"Palmer Auditorium","Local30",4,2017,30.25971,-97.75346
"6290",13022965,910,08:34:58,3291,"11th & San Jacinto","Local365",11,2016,30.27193,-97.73854
"6291",9900317440,230,17:12:00,2547,"Guadalupe & 21st","24-Hour Kiosk (Austin B-cycle)",11,2014,30.28395,-97.74198
"6292",9900128951,976,17:12:00,2572,"Barton Springs Pool","Annual Membership (Austin B-cycle)",5,2014,30.26452,-97.7712
"6293",9900351497,284,13:12:48,3377,"MoPac Pedestrian Bridge @ Veterans Drive","Founding Member",12,2015,30.27466,-97.77028
"6294",14337764,344,18:35:01,2707,"Rainey St @ Cummings","Local365",4,2017,30.25579,-97.73982
"6295",10618008,955,20:08:50,3377,"MoPac Pedestrian Bridge @ Veterans Drive","Walk Up",6,2016,30.27466,-97.77028
"6296",11488857,461,08:52:56,2565,"Trinity & 6th Street","Walk Up",8,2016,30.26735,-97.73933
"6297",9900235827,247,19:12:00,2537,"West & 6th St.","Local365",8,2015,30.27041,-97.75046
"6298",9900147732,248,15:12:00,2707,"Rainey St @ Cummings","Walk Up",5,2015,30.25579,-97.73982
"6299",9900202673,28,18:12:00,2571,"Red River & 8th Street","Walk Up",7,2015,30.26854,-97.73646
"6300",13877553,484,14:54:26,2502,"Barton Springs & Riverside","Walk Up",2,2017,30.2587,-97.74872
"6301",11304064,133,20:32:16,2502,"Barton Springs & Riverside","Walk Up",8,2016,30.2587,-97.74872
"6302",14069460,849,20:40:11,3293,"East 2nd & Pedernales","Walk Up",3,2017,30.25542,-97.71665
"6303",9900147932,140,21:12:00,2547,"Guadalupe & 21st","Walk Up",5,2015,30.28395,-97.74198
"6304",9900218117,540,09:12:00,2542,"Plaza Saltillo","Annual Membership (Austin B-cycle)",8,2014,30.26217,-97.72743
"6305",9900271172,920,22:12:00,2495,"4th & Congress","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26634,-97.74378
"6306",9900278072,134,13:12:00,2538,"Bullock Museum @ Congress & MLK","24-Hour Kiosk (Austin B-cycle)",10,2014,30.28039,-97.73809
"6307",9900305232,668,13:12:31,2544,"East 6th & Pedernales St.","Local365",10,2015,30.25895,-97.71475
"6308",15206788,815,15:13:46,2561,"State Capitol Visitors Garage @ San Jacinto & 12th","Weekender",NA,NA,30.27336,-97.73805
"6309",9900250393,29,15:12:00,2499,"City Hall / Lavaca & 2nd","24-Hour Kiosk (Austin B-cycle)",9,2014,30.26476,-97.74678
"6310",9900002044,208,21:12:00,2495,"4th & Congress","24-Hour Kiosk (Austin B-cycle)",1,2014,30.26634,-97.74378
"6311",8354747,54,12:44:39,2547,"Guadalupe & 21st","Walk Up",1,2016,30.28395,-97.74198
"6312",14475588,696,09:09:52,2540,"17th & Guadalupe","Walk Up",4,2017,30.27974,-97.74254
"6313",13580652,429,10:42:18,2566,"Pfluger Bridge @ W 2nd Street","Local365",1,2017,30.26717,-97.75484
"6314",9900023045,182,17:12:00,2548,"UT West Mall @ Guadalupe","24-Hour Kiosk (Austin B-cycle)",2,2014,30.28576,-97.74181
"6315",9900116465,1000,15:12:00,2501,"5th & Bowie","Walk Up",4,2015,30.2696,-97.75332
"6316",14892144,397,22:41:34,2562,"San Jacinto & 8th Street","Walk Up",5,2017,30.26912,-97.73986
"6317",10700171,270,14:12:20,2496,"8th & Congress","Walk Up",6,2016,30.2698,-97.74186
"6318",9900174517,411,19:12:00,2549,"Long Center @ South 1st & Riverside","Walk Up",6,2015,30.25941,-97.74971
"6319",14698992,936,02:18:37,2498,"Convention Center / 4th St. @ MetroRail","Walk Up",5,2017,30.26483,-97.739
"6320",9900277004,894,15:12:00,NA,"Convention Center/ 3rd & Trinity","24-Hour Kiosk (Austin B-cycle)",10,2014,NA,NA
"6321",9900182093,428,11:12:00,2495,"4th & Congress","Walk Up",6,2015,30.26634,-97.74378
"6322",10431515,62,11:10:52,2499,"City Hall / Lavaca & 2nd","Walk Up",6,2016,30.26476,-97.74678
"6323",9900304710,25,13:12:17,2574,"Zilker Park","Walk Up",10,2015,30.2659,-97.76822
"6324",15197169,332,14:43:20,2497,"Capitol Station / Congress & 11th","Local365",NA,NA,30.2726,-97.74127
"6325",9900127736,410,19:12:00,2504,"South Congress & Elizabeth","Annual Membership (Austin B-cycle)",5,2014,30.24891,-97.75019
"6326",9900032561,925,15:12:00,2502,"Barton Springs & Riverside","Walk Up",2,2015,30.2587,-97.74872
"6327",9900206871,765,10:12:00,2566,"Pfluger Bridge @ W 2nd Street","Walk Up",7,2015,30.26717,-97.75484
"6328",10197724,801,02:02:28,2539,"Convention Center / 3rd & Trinity","Walk Up",5,2016,30.26426,-97.74023
"6329",9900082521,468,17:12:00,2564,"5th & San Marcos","Walk Up",3,2015,30.26416,-97.73289
"6330",11113975,751,11:07:07,2575,"Riverside @ S. Lamar","Walk Up",7,2016,30.26446,-97.75665
"6331",9900079370,465,16:12:00,2542,"Plaza Saltillo","Walk Up",3,2015,30.26217,-97.72743
"6332",9900075075,468,16:12:00,2548,"UT West Mall @ Guadalupe","Walk Up",3,2015,30.28576,-97.74181
"6333",9900175761,153,13:12:00,2499,"City Hall / Lavaca & 2nd","Walk Up",6,2015,30.26476,-97.74678
"6334",9843289,878,13:36:28,2495,"4th & Congress","Local365",5,2016,30.26634,-97.74378
"6335",12800328,866,12:57:22,2574,"Zilker Park","Walk Up",11,2016,30.2659,-97.76822
"6336",10219698,1000,15:18:08,2494,"2nd & Congress","Walk Up",5,2016,30.26408,-97.74355
"6337",10852248,101,15:07:02,2499,"City Hall / Lavaca & 2nd","Walk Up",7,2016,30.26476,-97.74678
"6338",14126585,416,05:59:05,3390,"Brazos & 6th","Local365",3,2017,30.26754,-97.74154
"6339",8524083,576,16:46:51,1008,"Nueces @ 3rd","Local365",1,2016,30.26694,-97.74939
"6340",9900279143,270,19:12:00,2496,"8th & Congress","Annual Membership (Austin B-cycle)",10,2014,30.2698,-97.74186
"6341",13573760,360,13:19:31,2542,"Plaza Saltillo","Walk Up",1,2017,30.26217,-97.72743
"6342",8550982,936,16:45:27,2501,"5th & Bowie","Local365",1,2016,30.2696,-97.75332
"6343",12797895,610,10:21:30,3513,"South Congress & Barton Springs at the Austin American-Statesman","Walk Up",11,2016,30.25839,-97.74592
"6344",9900060989,484,00:12:00,2498,"Convention Center / 4th St. @ MetroRail","24-Hour Kiosk (Austin B-cycle)",3,2014,30.26483,-97.739
"6345",9149573,995,14:07:46,2549,"Long Center @ South 1st & Riverside","Walk Up",3,2016,30.25941,-97.74971
"6346",14795669,388,11:26:50,2495,"4th & Congress","Local365",5,2017,30.26634,-97.74378
"6347",9900233058,895,20:12:00,2497,"Capitol Station / Congress & 11th","Walk Up",8,2015,30.2726,-97.74127
"6348",14505442,272,11:42:35,2537,"West & 6th St.",NA,4,2017,30.27041,-97.75046
"6349",14933534,55,17:14:14,2544,"East 6th & Pedernales St.","Walk Up",5,2017,30.25895,-97.71475
"6350",11347755,79,18:05:09,2549,"Long Center @ South 1st & Riverside","Walk Up",8,2016,30.25941,-97.74971
"6351",9900312050,558,17:12:00,2504,"South Congress & Elizabeth","Annual Membership (Austin B-cycle)",11,2014,30.24891,-97.75019
"6352",9900316984,971,19:12:00,2495,"4th & Congress","Annual Membership (Austin B-cycle)",11,2014,30.26634,-97.74378
"6353",9900133142,412,16:12:00,2501,"5th & Bowie","Founding Member (Austin B-cycle)",5,2014,30.2696,-97.75332
"6354",9089808,41,17:48:15,2538,"Bullock Museum @ Congress & MLK","Walk Up",3,2016,30.28039,-97.73809
"6355",9900073363,46,20:12:00,2568,"East 11th St. at Victory Grill","Walk Up",3,2015,30.26896,-97.72843
"6356",8598592,270,12:23:33,2496,"8th & Congress","Walk Up",1,2016,30.2698,-97.74186
"6357",15235885,540,15:27:37,2574,"Zilker Park","Walk Up",NA,NA,30.2659,-97.76822
"6358",14086352,445,22:07:31,2495,"4th & Congress","Weekender",3,2017,30.26634,-97.74378
"6359",12352159,850,08:07:34,3513,"South Congress & Barton Springs at the Austin American-Statesman","Local365",10,2016,30.25839,-97.74592
"6360",11621682,747,13:47:01,2501,"5th & Bowie","Walk Up",8,2016,30.2696,-97.75332
"6361",9900032458,387,15:12:00,2494,"2nd & Congress","Local365",2,2015,30.26408,-97.74355
"6362",9900344334,288,13:12:23,2566,"Pfluger Bridge @ W 2nd Street","Walk Up",12,2015,30.26717,-97.75484
"6363",9900002699,387,14:12:00,2497,"Capitol Station / Congress & 11th","24-Hour Kiosk (Austin B-cycle)",1,2014,30.2726,-97.74127
"6364",9900220134,175,12:12:00,2712,"Toomey Rd @ South Lamar","Annual Membership (Austin B-cycle)",8,2014,30.26304,-97.75824
"6365",12336849,58,10:19:13,2494,"2nd & Congress","Walk Up",10,2016,30.26408,-97.74355
"6366",9900199859,965,19:12:00,2550,"Republic Square @ Guadalupe & 4th St.","Walk Up",7,2015,30.26774,-97.74692
"6367",8476707,348,07:21:51,2542,"Plaza Saltillo","Local365",1,2016,30.26217,-97.72743
"6368",9900112980,188,17:12:00,2563,"Davis at Rainey Street","Walk Up",4,2015,30.26019,-97.73845
"6369",9235646,209,07:49:41,2504,"South Congress & Elizabeth","Local365",3,2016,30.24891,-97.75019
"6370",9900162935,930,12:12:00,2572,"Barton Springs Pool","24-Hour Kiosk (Austin B-cycle)",6,2014,30.26452,-97.7712
"6371",14122966,191,17:49:51,2494,"2nd & Congress","Local365",3,2017,30.26408,-97.74355
"6372",9900096294,142,18:12:00,2548,"UT West Mall @ Guadalupe","24-Hour Kiosk (Austin B-cycle)",4,2014,30.28576,-97.74181
"6373",9900298225,158,09:12:33,2494,"2nd & Congress","Walk Up",10,2015,30.26408,-97.74355
"6374",9900187729,664,11:12:00,2536,"Waller & 6th St.","Annual Membership (Austin B-cycle)",7,2014,30.26461,-97.73049
"6375",10274445,759,17:53:43,2563,"Davis at Rainey Street","Walk Up",6,2016,30.26019,-97.73845
"6376",9900062540,321,16:12:00,2501,"5th & Bowie","24-Hour Kiosk (Austin B-cycle)",3,2014,30.2696,-97.75332
"6377",9900204794,202,17:12:00,2552,"3rd & West","Local365",7,2015,30.2678,-97.75189
"6378",9900225829,685,11:12:00,2497,"Capitol Station / Congress & 11th","Walk Up",8,2015,30.2726,-97.74127
"6379",9900200550,588,14:12:00,2711,"Barton Springs @ Kinney Ave","Weekender",7,2015,30.262,-97.76118
"6380",12006948,877,17:43:13,2707,"Rainey St @ Cummings","Local365",9,2016,30.25579,-97.73982
"6381",15062985,369,11:15:40,2566,"Pfluger Bridge @ W 2nd Street","Walk Up",NA,NA,30.26717,-97.75484
"6382",9900100940,979,12:12:00,2537,"West & 6th St.","24-Hour Kiosk (Austin B-cycle)",4,2014,30.27041,-97.75046
"6383",9900243751,647,15:12:00,2575,"Riverside @ S. Lamar","24-Hour Kiosk (Austin B-cycle)",9,2014,30.26446,-97.75665
"6384",10559721,548,15:56:26,2561,"State Capitol Visitors Garage @ San Jacinto & 12th","Walk Up",6,2016,30.27336,-97.73805
"6385",9900005995,894,11:12:00,2563,"Davis at Rainey Street","Walk Up",1,2015,30.26019,-97.73845
"6386",11078527,545,13:49:20,2538,"Bullock Museum @ Congress & MLK","Walk Up",7,2016,30.28039,-97.73809
"6387",13568735,4,14:49:56,2504,"South Congress & Elizabeth","Walk Up",1,2017,30.24891,-97.75019
"6388",9900034334,105,15:12:00,2549,"Long Center @ South 1st & Riverside","Walk Up",2,2015,30.25941,-97.74971
"6389",8987142,20,10:56:01,2499,"City Hall / Lavaca & 2nd","Walk Up",3,2016,30.26476,-97.74678
"6390",9900030565,321,16:12:00,2495,"4th & Congress","Local365",2,2015,30.26634,-97.74378
"6391",9900241509,177,15:12:00,2504,"South Congress & Elizabeth","24-Hour Kiosk (Austin B-cycle)",9,2014,30.24891,-97.75019
"6392",9900286914,182,13:12:00,2822,"East 6th at Robert Martinez","7-Day Membership (Austin B-cycle)",10,2014,30.26032,-97.71899
"6393",12467060,789,19:11:51,2568,"East 11th St. at Victory Grill","Local30",10,2016,30.26896,-97.72843
"6394",9900108768,152,10:12:00,2540,"17th & Guadalupe","Local365",4,2015,30.27974,-97.74254
"6395",9900332301,924,13:12:33,2566,"Pfluger Bridge @ W 2nd Street","Walk Up",11,2015,30.26717,-97.75484
"6396",9900178793,36,14:12:00,NA,"Zilker Park at Barton Springs & William Barton Drive","Walk Up",6,2015,NA,NA
"6397",9100114,670,17:11:02,2494,"2nd & Congress","Walk Up",3,2016,30.26408,-97.74355
"6398",12303785,979,17:32:27,2711,"Barton Springs @ Kinney Ave","Walk Up",10,2016,30.262,-97.76118
"6399",8657025,393,14:57:21,2503,"South Congress & James","Weekender ($15 plus tax)",2,2016,30.25103,-97.74926
"6400",9900051809,461,20:12:00,2549,"Long Center @ South 1st & Riverside","24-Hour Kiosk (Austin B-cycle)",3,2014,30.25941,-97.74971
"6401",11004916,749,00:12:12,2502,"Barton Springs & Riverside","Walk Up",7,2016,30.2587,-97.74872
"6402",9900125810,185,15:12:00,2504,"South Congress & Elizabeth","Semester Membership (Austin B-cycle)",5,2014,30.24891,-97.75019
"6403",9900212100,553,17:12:00,2499,"City Hall / Lavaca & 2nd","Local365",7,2015,30.26476,-97.74678
"6404",14090241,706,11:49:41,3377,"MoPac Pedestrian Bridge @ Veterans Drive","Walk Up",3,2017,30.27466,-97.77028
"6405",11480727,575,16:59:14,2546,"ACC - West & 12th Street","Walk Up",8,2016,30.27624,-97.74831
"6406",9900331922,348,13:12:00,2569,"East 11th St. & San Marcos","Local365",11,2015,30.26968,-97.73074
"6407",9900203096,479,17:12:00,2503,"South Congress & James","Walk Up",7,2015,30.25103,-97.74926
"6408",15062149,545,09:26:30,2563,"Davis at Rainey Street","Local365",NA,NA,30.26019,-97.73845
"6409",9900253004,347,11:12:25,1008,"Nueces @ 3rd","Local365",9,2015,30.26694,-97.74939
"6410",9900021227,79,13:12:10,2569,"East 11th St. & San Marcos","Walk Up",1,2016,30.26968,-97.73074
"6411",10358862,277,20:43:40,2498,"Convention Center / 4th St. @ MetroRail","Local365",6,2016,30.26483,-97.739
"6412",9900085310,555,00:12:00,2498,"Convention Center / 4th St. @ MetroRail","Walk Up",3,2015,30.26483,-97.739
"6413",9900174483,829,18:12:00,2576,"Rainey @ River St","Walk Up",6,2015,30.25802,-97.7391
"6414",9091024,385,19:41:31,2563,"Davis at Rainey Street","Walk Up",3,2016,30.26019,-97.73845
"6415",9900189150,956,20:12:00,2497,"Capitol Station / Congress & 11th","24-Hour Kiosk (Austin B-cycle)",7,2014,30.2726,-97.74127
"6416",11637244,27,18:24:10,2572,"Barton Springs Pool","Walk Up",8,2016,30.26452,-97.7712
"6417",9900070395,996,18:12:00,2499,"City Hall / Lavaca & 2nd","Walk Up",3,2015,30.26476,-97.74678
"6418",15433875,46,18:36:07,2540,"17th & Guadalupe","Local365",NA,NA,30.27974,-97.74254
"6419",9900275089,396,15:12:00,2496,"8th & Congress","24-Hour Kiosk (Austin B-cycle)",10,2014,30.2698,-97.74186
"6420",12270208,866,17:07:56,2504,"South Congress & Elizabeth","Walk Up",10,2016,30.24891,-97.75019
"6421",9900274639,327,11:12:00,2498,"Convention Center / 4th St. @ MetroRail","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26483,-97.739
"6422",9900324378,610,22:12:41,2536,"Waller & 6th St.","Local365",11,2015,30.26461,-97.73049
"6423",9900213831,523,00:12:00,2563,"Davis at Rainey Street","Annual Membership (Austin B-cycle)",8,2014,30.26019,-97.73845
"6424",9900193187,511,11:12:00,NA,"Zilker Park at Barton Springs & William Barton Drive","24-Hour Kiosk (Austin B-cycle)",7,2014,NA,NA
"6425",9900207153,937,14:12:00,2570,"South Congress & Academy","Walk Up",7,2015,30.25226,-97.74854
"6426",14028805,105,12:07:36,2503,"South Congress & James","Weekender",3,2017,30.25103,-97.74926
"6427",9900125814,435,15:12:00,2572,"Barton Springs Pool","24-Hour Kiosk (Austin B-cycle)",5,2014,30.26452,-97.7712
"6428",9900003275,975,12:12:00,2498,"Convention Center / 4th St. @ MetroRail","24-Hour Kiosk (Austin B-cycle)",1,2014,30.26483,-97.739
"6429",9900002011,327,17:12:00,2502,"Barton Springs & Riverside","24-Hour Kiosk (Austin B-cycle)",1,2014,30.2587,-97.74872
"6430",9900265824,661,08:12:00,2542,"Plaza Saltillo","Annual Membership (Austin B-cycle)",10,2014,30.26217,-97.72743
"6431",9201405,854,14:43:02,2499,"City Hall / Lavaca & 2nd","Walk Up",3,2016,30.26476,-97.74678
"6432",9806252,306,10:31:30,1007,"Lavaca & 6th","Local365",5,2016,30.26889,-97.74525
"6433",9900020188,86,00:12:57,2503,"South Congress & James","Local30",1,2016,30.25103,-97.74926
"6434",12200216,326,17:09:28,2552,"3rd & West","Local365",10,2016,30.2678,-97.75189
"6435",9900270784,984,18:12:00,2536,"Waller & 6th St.","24-Hour Kiosk (Austin B-cycle)",10,2014,30.26461,-97.73049
"6436",9900275071,356,14:12:00,2711,"Barton Springs @ Kinney Ave","Annual Membership (Austin B-cycle)",10,2014,30.262,-97.76118
"6437",9900309114,260,13:12:35,2498,"Convention Center / 4th St. @ MetroRail","Local365",10,2015,30.26483,-97.739
"6438",9900248875,298,14:12:00,2575,"Riverside @ S. Lamar","24-Hour Kiosk (Austin B-cycle)",9,2014,30.26446,-97.75665
"6439",9900314448,881,09:12:00,2499,"City Hall / Lavaca & 2nd","Annual Membership (Austin B-cycle)",11,2014,30.26476,-97.74678
"6440",9900197698,551,17:12:00,2552,"3rd & West","Local365",7,2015,30.2678,-97.75189
"6441",12603523,440,18:48:33,2575,"Riverside @ S. Lamar","Walk Up",10,2016,30.26446,-97.75665
"6442",9900320704,924,13:12:00,2548,"UT West Mall @ Guadalupe","24-Hour Kiosk (Austin B-cycle)",11,2014,30.28576,-97.74181
"6443",9900145681,200,14:12:00,2550,"Republic Square @ Guadalupe & 4th St.","Walk Up",5,2015,30.26774,-97.74692
"6444",14005285,716,13:27:05,2497,"Capitol Station / Congress & 11th","Walk Up",3,2017,30.2726,-97.74127
"6445",9900319588,55,12:12:00,2496,"8th & Congress","24-Hour Kiosk (Austin B-cycle)",11,2014,30.2698,-97.74186
"6446",14101566,440,02:01:02,2495,"4th & Congress","Walk Up",3,2017,30.26634,-97.74378
"6447",8295858,58,17:14:54,2823,"Capital Metro HQ - East 5th at Broadway","Local365",1,2016,30.2563,-97.71007
"6448",9900345870,110,19:12:29,2566,"Pfluger Bridge @ W 2nd Street","Local365",12,2015,30.26717,-97.75484
"6449",9900291508,875,11:12:22,2566,"Pfluger Bridge @ W 2nd Street","Walk Up",10,2015,30.26717,-97.75484
"6450",9272399,693,14:16:50,2570,"South Congress & Academy","Walk Up",3,2016,30.25226,-97.74854
"6451",9185552,751,13:02:52,2549,"Long Center @ South 1st & Riverside","Walk Up",3,2016,30.25941,-97.74971
"6452",9900118654,399,15:12:00,2544,"East 6th & Pedernales St.","Walk Up",4,2015,30.25895,-97.71475
"6453",9900111666,924,18:12:00,2712,"Toomey Rd @ South Lamar","7-Day",4,2015,30.26304,-97.75824
"6454",9900065350,266,17:12:00,2501,"5th & Bowie","Local365",3,2015,30.2696,-97.75332
"6455",15108994,260,08:56:13,3687,"Boardwalk West","Local365",NA,NA,30.25457,-97.74258
"6456",9900338577,334,15:12:00,2707,"Rainey St @ Cummings","Walk Up",12,2014,30.25579,-97.73982
"6457",14193495,968,13:51:03,2572,"Barton Springs Pool","Walk Up",3,2017,30.26452,-97.7712
"6458",9900008473,685,09:12:00,2568,"East 11th St. at Victory Grill","Local365",1,2015,30.26896,-97.72843
"6459",9900094958,517,15:12:00,2503,"South Congress & James","24-Hour Kiosk (Austin B-cycle)",4,2014,30.25103,-97.74926
"6460",9900238050,371,22:12:00,2565,"Trinity & 6th Street","Weekender",8,2015,30.26735,-97.73933
"6461",9984411,975,17:46:06,2569,"East 11th St. & San Marcos","Local365",5,2016,30.26968,-97.73074
"6462",9188260,459,15:13:05,2574,"Zilker Park","Walk Up",3,2016,30.2659,-97.76822
"6463",9900078080,89,22:12:00,2498,"Convention Center / 4th St. @ MetroRail","Walk Up",3,2015,30.26483,-97.739
"6464",9900281366,201,14:12:00,NA,"Zilker Park at Barton Springs & William Barton Drive","24-Hour Kiosk (Austin B-cycle)",10,2014,NA,NA
